2.08125	1.22135
2.12229	0.0410343
2.18615	0.0638607
2.25097	0.0648102
2.34097	0.0899999
2.39519	0.0542166
2.46218	0.0669885
2.52331	0.0611316
2.59268	0.0693685
2.66741	0.07472
2.73027	0.0628614
2.79528	0.06501
2.8598	0.0645173
2.92756	0.0677538
3.00359	0.0760311
3.06774	0.0641421
3.16663	0.0988926
3.23218	0.0655436
3.29289	0.0607127
3.37104	0.0781434
3.43641	0.0653708
3.49984	0.0634214
3.56702	0.0671831
3.62831	0.0612872
3.6956	0.0672826
3.77405	0.0784443
3.83749	0.0634441
3.91473	0.0772338
3.9641	0.0493721
4.03234	0.0682326
4.09261	0.0602681
4.20835	0.115733
4.27487	0.0665241
4.33263	0.0577482
4.39774	0.0651138
4.46336	0.0656195
4.57308	0.109714
4.64204	0.0689554
4.70111	0.0590673
4.76589	0.0647795
4.83027	0.0643777
4.89806	0.0677826
5.00514	0.107083
5.07536	0.0702203
5.13357	0.0581994
5.19748	0.0639142
5.26622	0.0687373
5.37542	0.109197
5.43867	0.0632444
5.50092	0.0622447
5.56449	0.0635667
5.62956	0.0650685
5.69854	0.0689824
5.81501	0.116459
5.87094	0.0559275
5.93714	0.0662005
5.99773	0.0605882
6.06029	0.0625542
6.10867	0.0483786
6.20575	0.0970635
6.27377	0.0680143
6.3439	0.0701305
6.40532	0.061414
6.46343	0.058113
6.57863	0.115174
6.64687	0.0682416
6.70862	0.0617421
6.76481	0.0561917
6.83158	0.0667653
6.91415	0.0825684
7.00494	0.090785
7.06924	0.0642932
7.14843	0.0791921
7.19784	0.049404
7.26699	0.0691488
7.37252	0.105526
7.4391	0.0665754
7.50396	0.0648582
7.56404	0.0600745
7.63005	0.0660064
7.71308	0.0830343
7.80587	0.09278
7.86922	0.0633466
7.93706	0.0678405
7.9991	0.0620412
8.07805	0.0789475
8.17558	0.0975245
8.2372	0.061615
8.30107	0.0638719
8.36859	0.0675138
8.43155	0.0629579
8.51099	0.0794391
8.60466	0.0936647
8.66831	0.0636474
8.73499	0.0666845
8.79979	0.0647948
8.8304	0.0306034
8.9099	0.0794995
9.00533	0.0954293
9.07046	0.0651194
9.14097	0.0705071
9.19634	0.0553738
9.27667	0.0803301
9.37515	0.0984733
9.44472	0.0695688
9.50082	0.0560955
9.56586	0.0650391
9.63796	0.0720933
9.70798	0.070018
9.80535	0.0973644
9.88207	0.0767169
9.94578	0.0637106
9.9961	0.05032
10.0769	0.0807767
10.1761	0.0991727
10.2369	0.0608007
10.3044	0.0675596
10.3642	0.0597828
10.4485	0.0842505
10.5105	0.0620085
10.6045	0.0939978
10.6698	0.0653277
10.7377	0.0678726
10.8087	0.0709722
10.8447	0.036042
10.9086	0.06387
11.0042	0.0956411
11.0687	0.0644447
11.1336	0.0649083
11.1978	0.0642551
11.2797	0.0818897
11.3724	0.0926533
11.4413	0.0688968
11.5017	0.0604266
11.5655	0.0637317
11.6476	0.082142
11.7086	0.0609506
11.8067	0.0981341
11.8688	0.0621438
11.9328	0.0639714
12.0136	0.0808182
12.076	0.0623194
12.1743	0.0983249
12.2395	0.0651895
12.3014	0.0618638
12.3686	0.0672878
12.4445	0.0758555
12.5079	0.06339
12.605	0.0970877
12.6686	0.0636602
12.7358	0.0671951
12.8149	0.079074
12.8777	0.0627285
12.9728	0.0951252
13.0383	0.0654959
13.1145	0.0762664
13.1662	0.0515983
13.2447	0.0785479
13.3092	0.0644732
13.4057	0.0964955
13.4757	0.0700135
13.5329	0.057214
13.6125	0.0795669
13.6777	0.0651832
13.7782	0.100539
13.8377	0.0594455
13.9079	0.0702644
13.9827	0.0747717
14.0466	0.063884
14.1231	0.0765411
14.2076	0.0844334
14.2679	0.0603484
14.3327	0.0647452
14.4127	0.0800369
14.48	0.0672542
14.5794	0.099413
14.6366	0.0572141
14.7012	0.0646126
14.7811	0.0798557
14.8535	0.072447
14.9127	0.0591939
15.0056	0.0929296
15.0704	0.0647034
15.1326	0.0622878
15.2124	0.0797465
15.2766	0.0641871
15.3723	0.0956962
15.4381	0.0658232
15.5029	0.0647897
15.5815	0.0786159
15.6441	0.0625226
15.7093	0.0652804
15.8188	0.109405
15.8692	0.05045
15.9614	0.09215
16.0123	0.0509712
16.0792	0.0668767
16.1826	0.103371
16.2389	0.0562967
16.301	0.0621
16.3823	0.0812803
16.4442	0.0619577
16.5133	0.069094
16.6069	0.0935837
16.6703	0.0634061
16.75	0.0796563
